title,patent_number
Employee stock option appreciation rights securities auction process,US-RE43769-E
Employee stock option appreciation rights securities auction process,US-7962397-B2
Enhanced system and method for managing financial market information,US-8615456-B2
Enhanced system and method for managing financial market information,US-7890396-B2
Enhanced system and method for managing financial market information,US-8131618-B2
Extraction of bank routing number from information entered by a user,US-7546261-B2
Extraction of bank routing number from information entered by a user,US-6760470-B1
Facilitating electronic commerce transactions through binding offers,US-7937312-B1
Financial payment systems and methods using paperless Check 21 items,US-7539646-B2
Financial statement and transaction image delivery and access system,US-7711622-B2
Financial transaction system with consumer reward and net settlement,US-7516883-B2
Flexible account management for customer transactions and overdrafts,US-8606714-B1
Fraud detection based on call attempt velocity on terminating number,US-8170947-B2
Fraud detection based on call attempt velocity on terminating number,US-7236954-B1
"Game system, game providing method, and information recording medium",US-6634950-B2
Generating adjusted bids of entities according to a new external bid,US-8027905-B2
Generating cellulosic-renewable identification numbers in a refinery,US-9120989-B2
"Generating, storing, and displaying graphics using sub-pixel bitmaps",US-7570828-B2
"Generating, storing, and displaying graphics using sub-pixel bitmaps",US-8005613-B2
"Generating, storing, and displaying graphics using sub-pixel bitmaps",US-7209148-B2
Health care patient benefits eligibility research system and methods,US-7778850-B2
Health care patient benefits eligibility research system and methods,US-8204762-B2
Health care patient benefits eligibility research system and methods,US-8433586-B2
Healthcare charge capture and information delivery system and method,US-7809590-B2
Healthcare financial data and clinical information processing system,US-7797172-B2
"Image printing system, image input apparatus, and printing apparatus",US-7614557-B2
Image-based document processing system providing lost image recovery,US-5206915-A
Incident communication interface for the knowledge management system,US-8266072-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8423298-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8370072-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8370078-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8364413-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8370073-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-9110836-B1
Integrated biosensor and simulation system for diagnosis and therapy,US-9111026-B1
Integrated biosensor and simulation system for diagnosis and therapy,US-8370070-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8346482-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8370071-B2
Integrated biosensor and simulation system for diagnosis and therapy,US-8374796-B2
Integration of applications with a financial close management system,US-8682752-B2
Intellectual property assessments based on component business models,US-8275646-B2
